apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
Gables Midtown,1925 Monroe Dr NE Atlanta GA 30324,"(33.8086395, -84.3749524)",0.0619389499009119,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.24958659342172826,The Fresh Market,"(33.811965, -84.391409)",0.1434240631864799,bp,"(33.8066233, -84.36699879999999)",0.05954857887207313,LA Fitness,"(33.7982647, -84.3708131)",0.046993815097338416,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.24037634281306197,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.22859047346915412,CVS,"(33.7984196, -84.3709623)",0.046993815097338416,Stacy's Pharmacy,"(33.81079479999999, -84.36731789999999)",0.13858421584217093,CVS,"(33.7984196, -84.3709623)",0.046993815097338416,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.05262891055239821,Marta Police Department,"(33.8199444, -84.3680925)",0.27180532773014965,Peachtree Hills Community Garden,"(33.8182195, -84.3769987)",0.22311674402868892,Starbucks,"(33.818839, -84.388322)",0.15360657792505114,PNC Bank,"(33.7999959, -84.3716209)",0.04262397243467758
Panther Riverside Parc,1925 Waycrest Dr Atlanta GA 30331,"(33.7077021, -84.59057279999999)",5.6335939476334504e-05,Mechanical Trades Institute,"(33.7160646, -84.59507099999999)",0.000778950842245955,Publix Super Market at Sandtown Crossing,"(33.7010666, -84.57857299999999)",1.0950017958906703e-05,None,None,nan,The Fitness Collective ATL,"(33.69962789999999, -84.57826639999999)",1.0950017958906703e-05,None,None,nan,None,None,nan,CVS,"(33.699833, -84.5779799)",1.0950017958906703e-05,CVS Pharmacy,"(33.699833, -84.5779799)",1.0950017958906703e-05,CVS,"(33.699833, -84.5779799)",1.0950017958906703e-05,Subway,"(33.6996118, -84.5783445)",1.0950017958906703e-05,None,None,nan,None,None,nan,None,None,nan,None,None,nan
Overture Powers Ferry 55+ Active Adult Apa...,1927 Powers Ferry Rd Atlanta GA 30067,"(33.9049936, -84.4620993)",0.0,Financial Aid Services Inc,"(33.8995787, -84.46700589999999)",0.0,Supermercado Goianao - Brazilian Market Goianao Marietta,"(33.9157496, -84.46909959999999)",0.0,Sam's Mart,"(33.9005658, -84.47601519999999)",0.0,Primary Medical Healthcare Practice,"(33.90221029999999, -84.4806935)",0.0,None,None,nan,Windy Ridge Pkwy / 2300 Windy Ridge Buiding,"(33.9052, -84.460422)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Barnes Healthcare Services - Atlanta,"(33.9008151, -84.45251449999999)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Pappadeaux Seafood Kitchen,"(33.9031476, -84.4703402)",0.0,None,None,nan,Chattahoochee NRA--Powers Island Unit,"(33.9039013, -84.4420245)",0.0,Starbucks,"(33.900695, -84.477784)",0.0,iTHINK Financial,"(33.91377609999999, -84.4609997)",0.0
Village Highlands,1932 Stanton Rd East Point GA 30344,"(33.7025696, -84.4462703)",0.08304476238801753,Evolv Acting Studio,"(33.6961845, -84.4320779)",0.05224344481823929,Family Dollar,"(33.7051643, -84.45947509999999)",0.022267413109934762,Exxon,"(33.7057947, -84.4575701)",0.021936528127435136,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.02308657140887199,Lakewood,"(33.7005169, -84.42879920000001)",0.05219340860251241,Lakewood Station,"(33.700649, -84.429541)",0.017744376350978593,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.021440200653685692,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.021440200653685692,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.03807196415542713,Subway,"(33.7061159, -84.45899849999999)",0.021605643144935505,None,None,nan,Campbellton Community Garden,"(33.7125514, -84.4406899)",0.028424622548914556,None,None,nan,Associated Credit Union,"(33.70856349999999, -84.42949329999999)",0.10256398927861292
The Premier at 1935,1935 Alison Ct SW Atlanta GA 30311,"(33.7011862, -84.4503715)",0.06205588232137552,Evolv Acting Studio,"(33.6961845, -84.4320779)",0.080773105181404,Family Dollar,"(33.7051643, -84.45947509999999)",0.02720544426037464,Exxon,"(33.7057947, -84.4575701)",0.0255510193478765,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.028431429371932385,Lakewood,"(33.7005169, -84.42879920000001)",0.08068352200933948,Lakewood Station,"(33.700649, -84.429541)",0.04368402883452987,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.021826678988462384,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.021826678988462384,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.020834024040963503,Subway,"(33.7061159, -84.45899849999999)",0.0219921214797122,None,None,nan,Campbellton Community Garden,"(33.7125514, -84.4406899)",0.02489155373501881,None,None,nan,None,None,nan
Elan Powers Ferry,1945 Powers Ferry Rd SE Atlanta GA 30339,"(33.9041991, -84.4598852)",0.0,Financial Aid Services Inc,"(33.8995787, -84.46700589999999)",0.0,Supermercado Goianao - Brazilian Market Goianao Marietta,"(33.9157496, -84.46909959999999)",0.0,Sam's Mart,"(33.9005658, -84.47601519999999)",0.0,Windy Hill Athletic Club,"(33.9032548, -84.4668248)",0.0,None,None,nan,Windy Ridge Pkwy / 2300 Windy Ridge Buiding,"(33.9052, -84.460422)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Barnes Healthcare Services - Atlanta,"(33.9008151, -84.45251449999999)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Pappadeaux Seafood Kitchen,"(33.9031476, -84.4703402)",0.0,None,None,nan,Chattahoochee NRA--Powers Island Unit,"(33.9039013, -84.4420245)",0.0,Starbucks,"(33.900695, -84.477784)",0.0,iTHINK Financial,"(33.91377609999999, -84.4609997)",0.0
Bridge Side Apartments,1955 NW La Dawn Ln Atlanta GA 30318,"(33.8165215, -84.4513273)",0.0,None,None,nan,Publix Super Market at Moores Mill Center,"(33.8194974, -84.4507086)",0.0001873838766046011,Exxon,"(33.819066, -84.4619001)",0.0,Atlanta Parkour LLC,"(33.81945369999999, -84.4543084)",0.0,None,None,nan,None,None,nan,CVS,"(33.8204322, -84.45180599999999)",0.0,CVS Pharmacy,"(33.8204322, -84.45180599999999)",0.0,CVS,"(33.8204322, -84.45180599999999)",0.0,Nuevo Laredo Cantina,"(33.80944949999999, -84.4367817)",0.010720511723111534,None,None,nan,Sara J. Gonzalez Memorial Park,"(33.8197664, -84.44842589999999)",0.002810758149069016,Dunkin',"(33.816014, -84.44618539999999)",0.0026233742724644147,Synovus Bank,"(33.8176594, -84.44744159999999)",0.0026233742724644147
Shamrock Garden Apartments,1988 Plaza Ln SW Atlanta GA 30311,"(33.7054968, -84.4534714)",0.009362901531052325,None,None,nan,Family Dollar,"(33.7051643, -84.45947509999999)",0.0023161948774973787,Exxon,"(33.7057947, -84.4575701)",0.0023161948774973787,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.004038507462804572,None,None,nan,None,None,nan,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.0014889824212483151,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.0014889824212483151,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.00817202054147283,Subway,"(33.7061159, -84.45899849999999)",0.0018198674037479406,None,None,nan,Adams Park,"(33.7126186, -84.4630602)",0.007645619934588251,None,None,nan,None,None,nan
Solstice Morningside Apartments,1989 Cheshire Bridge Rd NE Atlanta GA 30324,"(33.8097543, -84.3582304)",0.20025138034158305,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.2195048042604154,Publix Super Market at Ansley Mall,"(33.7990623, -84.3718066)",0.2747881546921249,QuikTrip,"(33.82519639999999, -84.3622243)",0.3456519887557525,LA Fitness,"(33.7982647, -84.3708131)",0.27260323336079445,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.33986987252341627,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.3241553800648725,CVS,"(33.7984196, -84.3709623)",0.27260323336079445,CVS Pharmacy,"(33.8240175, -84.3634115)",0.3516557418673241,QuikTrip,"(33.82519639999999, -84.3622243)",0.3456519887557525,Fat Matt's Rib Shack,"(33.804608, -84.3671136)",0.1946127726646443,Marta Police Department,"(33.8199444, -84.3680925)",0.3555843649819601,James Hurley Design,"(33.8110632, -84.36642499999999)",0.22629187620861738,Alon's Bakery & Market,"(33.7926156, -84.35283059999999)",0.1725694131855287,PNC Bank,"(33.7999959, -84.3716209)",0.2747881546921249
The Gallery at 1960,1990 Alison Ct SW Atlanta GA 30311,"(33.7004813, -84.4526017)",0.06205588232137552,Evolv Acting Studio,"(33.6961845, -84.4320779)",0.06206776392754403,Family Dollar,"(33.7051643, -84.45947509999999)",0.01684036855669511,Chevron,"(33.6895772, -84.4572512)",0.025916112721315367,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.01765952685563234,None,None,nan,None,None,nan,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.013219900830885456,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.013219900830885456,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.009868748229930077,Subway,"(33.7061159, -84.45899849999999)",0.013550785813385084,None,None,nan,M & M Parking Services,"(33.68321809999999, -84.44877199999999)",0.02891277685453154,None,None,nan,None,None,nan
Vesta Adams Park,1991 Delowe Dr SW Atlanta GA 30311,"(33.7000701, -84.46004119999999)",0.014020305104642786,None,None,nan,Family Dollar,"(33.7051643, -84.45947509999999)",0.012348685942933505,Chevron,"(33.6895772, -84.4572512)",0.02142443010755375,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.013167844241870733,None,None,nan,None,None,nan,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.011521473486684437,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.011521473486684437,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.007570120778375156,Subway,"(33.7061159, -84.45899849999999)",0.01168691597793425,None,None,nan,Adams Park,"(33.7126186, -84.4630602)",0.016278629239904974,None,None,nan,None,None,nan
The Park at Castleton,1994 Bent Creek Way SW Atlanta GA 30311,"(33.7008063, -84.46635959999999)",0.014020305104642786,Atlanta Christian College,"(33.6843458, -84.4748194)",0.009617203326370685,Family Dollar,"(33.7051643, -84.45947509999999)",0.0065141960364485645,Exxon,"(33.7057947, -84.4575701)",0.005776484241328414,Andrew & Walter Young Family YMCA,"(33.7046065, -84.4616839)",0.004707037635836752,None,None,nan,None,None,nan,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.005445599258828789,Express Food & Pharmacy,"(33.706532, -84.4579467)",0.005445599258828789,Stop & Shop Supermarket,"(33.7010287, -84.4565553)",0.012355649727948465,Subway,"(33.7061159, -84.45899849999999)",0.005114714276329163,None,None,nan,Adams Park,"(33.7126186, -84.4630602)",0.010368197503299136,Cakes & Treats Of Atlanta Inc.,"(33.6955067, -84.4864702)",0.009614660430860069,None,None,nan
Studio 2Zero,20 Standish Ave NW Atlanta GA 30309,"(33.7985912, -84.39434469999999)",0.22764578379735162,"Savannah College of Art and Design, Atlanta","(33.79715059999999, -84.3907208)",0.08593523165776411,The Fresh Market,"(33.811965, -84.391409)",0.1042570360598045,Exxon,"(33.7960569, -84.38743869999999)",0.0871539942914471,LA Fitness,"(33.7936575, -84.39647)",0.10586678510788254,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.08395449188203565,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.08663271771993862,CVS,"(33.807866, -84.39322589999999)",0.10082725841601237,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.10721728987746326,CVS,"(33.807866, -84.39322589999999)",0.10082725841601237,South City Kitchen Midtown,"(33.7859545, -84.3844341)",0.08779088069112818,None,None,nan,Avery Park Property,"(33.7946264, -84.40732899999999)",0.09374656294443084,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.08437090386666131,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.09911426125997898
Wesley Townsend,200 Colonial Homes Dr Atlanta GA 30309,"(33.813545, -84.3943781)",0.02426271366989795,Miami Ad School @ Portfolio Center,"(33.81213059999999, -84.3962028)",0.01200422175327248,The Fresh Market,"(33.811965, -84.391409)",0.009860610725902398,bp,"(33.8141614, -84.3917087)",0.008574444109480345,Piedmont Atlanta Fitness Center,"(33.8090436, -84.3918952)",0.01200422175327248,None,None,nan,Peachtree Rd NW & Brighton Rd NE,"(33.8082253, -84.3934548)",0.01200422175327248,CVS,"(33.807866, -84.39322589999999)",0.01329038836969453,Walgreens Pharmacy at Piedmont Hospital,"(33.8091725, -84.3957444)",0.016291443808012646,CVS,"(33.807866, -84.39322589999999)",0.01329038836969453,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.19014861679199657,None,None,nan,Northside Trail,"(33.8080593, -84.4024925)",0.019520364587791057,Starbucks,"(33.818839, -84.388322)",0.015755903409733436,Chase Bank,"(33.809726, -84.4132348)",0.021734064678527298
200 Edgewood,200 Edgewood Ave NE Atlanta GA 30303,"(33.7547994, -84.3811978)",1.0,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.14136001811072615,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.2603410017813239,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.19321610070591944,RPM at Bank of America Plaza,"(33.77111730000001, -84.3861598)",0.3589344517999892,Peachtree Center Transit Station,"(33.7579907, -84.3878131)",0.2191595527339685,Alabama St & Broad St,"(33.753479, -84.391745)",0.18700412959961824,Walgreens,"(33.7707331, -84.3812556)",0.27677324345110144,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.38348196943174384,Walgreens,"(33.7707331, -84.3812556)",0.27677324345110144,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.2191595527339685,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.1303152483880167,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.1362582783466584,Starbucks,"(33.7565916, -84.3886734)",0.18223743141342486,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.14294213490358817
Arrive Perimeter,2000 Asbury Sq Atlanta GA 30346,"(33.9279186, -84.3319831)",0.0,International Medical Press,"(33.9218446, -84.33597089999999)",0.0,Target Grocery,"(33.9308157, -84.3416149)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Walmart Pharmacy,"(33.9331393, -84.33326339999999)",0.0,"Ruaa N. Al-Baldawi, PharmD","(33.93094839999999, -84.34139979999999)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,McKendrick's Steak House,"(33.9244523, -84.33540819999999)",0.0,MARTA Police Department- North Precinct,"(33.9220048, -84.3445974)",0.0,Murphey Candler Park,"(33.9126348, -84.324378)",0.0,Barnes & Noble,"(33.92625, -84.34331159999999)",0.0,SunTrust,"(33.9275556, -84.3428993)",0.0
Monroe Place Apartments,2000 NE Monroe Pl Atlanta GA 30324,"(33.8095626, -84.36941519999999)",0.38410136268577477,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.301694246237406,Publix Super Market at Ansley Mall,"(33.7990623, -84.3718066)",0.09166148792686617,QuikTrip,"(33.82519639999999, -84.3622243)",0.2493336897722197,LA Fitness,"(33.7982647, -84.3708131)",0.08729164526420533,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.2852261884369866,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.27060338307782367,CVS,"(33.7984196, -84.3709623)",0.08510672393287491,CVS Pharmacy,"(33.8240175, -84.3634115)",0.2720569953396373,CVS,"(33.7984196, -84.3709623)",0.08510672393287491,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.08196612111514419,Marta Police Department,"(33.8199444, -84.3680925)",0.3020323679949113,James Hurley Design,"(33.8110632, -84.36642499999999)",0.22024938285898232,Starbucks,"(33.798057, -84.370684)",0.08729164526420533,PNC Bank,"(33.7999959, -84.3716209)",0.08510672393287491
Parc Place Townhomes,2001 Godby Rd Atlanta GA 30349,"(33.6150932, -84.4536895)",0.0,College Park Opportunities Zn,"(33.618222, -84.45984399999999)",0.0,Wayfield Foods,"(33.6071294, -84.4444956)",0.0001233828106338139,bp,"(33.6164192, -84.4502227)",6.169140531690695e-05,IE Motion Cheer and Dance Troupe,"(33.6151881, -84.47076)",0.0,None,None,nan,One Stop Parking,"(33.6139733, -84.44013190000001)",0.0001233828106338139,None,None,nan,Faith Pharmacy,"(33.6137913, -84.4454789)",0.0001233828106338139,bp,"(33.6164192, -84.4502227)",6.169140531690695e-05,Ruby Tuesday,"(33.626243, -84.453137)",0.05341047508036731,Metropolitan Police Department Of The District Of Columbia,"(33.62298, -84.4494129)",0.05387381293951847,Tucker Memorial Park,"(33.5982701, -84.4664864)",0.0,McDonald's,"(33.614202, -84.437427)",0.0001233828106338139,SunTrust,"(33.6071004, -84.4459069)",0.0001233828106338139
Yorkminster Square,2001 Sylvan Rd Atlanta GA 30310,"(33.6999484, -84.4185522)",0.03927307701161586,Atlanta Metropolitan State College,"(33.7096749, -84.40456809999999)",0.060308028624256264,Family Dollar,"(33.70158600000001, -84.4075202)",0.031921335411909536,Chevron,"(33.6985242, -84.4181598)",0.00693955359703245,FDL Compound,"(33.7006607, -84.4106216)",0.02840702386803429,Lakewood,"(33.7005169, -84.42879920000001)",0.0038831362162667932,Lakewood Station,"(33.700649, -84.429541)",0.004717389546946378,Dollar General,"(33.697958, -84.4095613)",0.01678914400339469,"Kenda K. Jefferson, RPH","(33.70701259999999, -84.4306101)",0.04417556145677619,Chevron,"(33.6985242, -84.4181598)",0.00693955359703245,Metro Fun Center,"(33.70075669999999, -84.4097843)",0.02086319553645639,Zone 3 Police Precinct,"(33.6905123, -84.4085604)",0.0194769819855922,Avery Park (The Gilbert House),"(33.693682, -84.4103725)",0.025592863345532027,Rosie's Cafe,"(33.692113, -84.41840049999999)",0.012449453992914387,Credit Union Of Atlanta,"(33.70649940000001, -84.4080238)",0.020642760679502877
The Five by ARIUM,2020 Powers Ferry Rd SE Atlanta GA 30339,"(33.902116, -84.45669529999999)",0.0,DentalXP,"(33.8853558, -84.4611563)",0.0,Supermercado Goianao - Brazilian Market Goianao Marietta,"(33.9157496, -84.46909959999999)",0.0,Sam's Mart,"(33.9005658, -84.47601519999999)",0.0,Windy Hill Athletic Club,"(33.9032548, -84.4668248)",0.0,None,None,nan,Windy Ridge Pkwy / 2500 Windy Ridge Building,"(33.903972, -84.457258)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Barnes Healthcare Services - Atlanta,"(33.9008151, -84.45251449999999)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Pappadeaux Seafood Kitchen,"(33.9031476, -84.4703402)",0.0,None,None,nan,Chattahoochee NRA--Powers Island Unit,"(33.9039013, -84.4420245)",0.0,Starbucks,"(33.900695, -84.477784)",0.0,affinity bank,"(33.88656829999999, -84.461344)",0.0
The Lofts at Twenty25,2025 Peachtree Rd Atlanta GA 30309,"(33.8096425, -84.39137749999999)",0.02426271366989795,"Savannah College of Art and Design, Atlanta","(33.79715059999999, -84.3907208)",0.08511966171230677,The Fresh Market,"(33.811965, -84.391409)",0.007288277493058293,Sunoco,"(33.8111506, -84.3926812)",0.00600211087663624,Piedmont Atlanta Fitness Center,"(33.8090436, -84.3918952)",0.0115670047916821,None,None,nan,Peachtree Rd NW & Brighton Rd NE,"(33.8082253, -84.3934548)",0.005144666465688205,CVS,"(33.807866, -84.39322589999999)",0.007288277493058293,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.10446588499647856,CVS,"(33.807866, -84.39322589999999)",0.007288277493058293,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.19546090425596704,None,None,nan,Northside Trail,"(33.8080593, -84.4024925)",0.013273764078815758,Starbucks,"(33.818839, -84.388322)",0.02067612019282174,FHLBank Atlanta,"(33.7950581, -84.3875638)",0.08195032482103712
Element at Kirkwood,2035 Memorial Dr SE Atlanta GA 30317,"(33.7463014, -84.3199377)",0.013342678900309768,Emory University,"(33.7538407, -84.3345604)",0.026498625536936448,Publix Super Market at East Lake,"(33.7386369, -84.3131805)",0.024303394174382435,Chevron,"(33.7477103, -84.3266309)",0.012865259552883259,East Lake Family YMCA,"(33.7461655, -84.3150141)",0.009342723782613594,None,None,nan,None,None,nan,None,None,nan,Genoa Healthcare,"(33.75285729999999, -84.3267997)",0.024212692669726626,Chevron,"(33.7477103, -84.3266309)",0.012865259552883259,Sun in My Belly,"(33.764022, -84.31650400000001)",0.009814254115361942,Atlanta Police Department Zone 6,"(33.7509417, -84.3213504)",0.009445959220408456,Oakhurst Dog Park,"(33.76, -84.3097222)",0.007220837285246032,Dulce Vegan Bakery & Cafe,"(33.7514008, -84.3223572)",0.016917914237470175,Wells Fargo Bank,"(33.73973, -84.312349)",0.03051912991479815
